Ray-Ray McCloud III,Pit,WR,16,2312,46.70,1%,340,0,0,0,15,0,39,277,0,0,0,1
Juwan Johnson,NO,"WR,TE",14,175,46.40,3%,341,0,0,0,0,0,13,159,4,0,0,0
Tevin Coleman,NYJ,RB,11,157,46.00,17%,342,0,0,0,356,0,11,49,0,0,0,0
Brevin Jordan,Hou,TE,9,347,45.80,1%,343,0,0,0,0,0,20,178,3,0,0,0
Rashard Higgins,Cle,WR,15,294,45.50,1%,344,0,0,0,0,0,24,275,1,0,0,0
Chris Moore,Hou,WR,12,1893,45.20,0%,345,0,0,0,0,0,21,227,2,0,0,0
Chris Carson,Sea,RB,4,96,45.10,30%,346,0,0,0,232,3,6,29,0,0,0,1
Peyton Barber,LV,RB,10,1898,44.90,1%,348,0,0,0,212,2,10,67,0,0,0,0
Logan Thomas,Was,TE,6,105,44.60,26%,349,0,0,0,0,0,18,196,3,0,0,1
Jimmy Graham,Chi,TE,15,1872,43.70,1%,350,0,0,0,0,0,14,167,3,0,1,0
Dare Ogunbowale,Jax,RB,17,2418,43.60,34%,351,0,0,0,137,1,13,114,1,0,0,0
Phillip Lindsay,Mia,RB,14,144,43.40,9%,352,0,0,0,249,1,4,45,1,0,0,0
Lil'Jordan Humphrey,NO,WR,10,1865,43.40,0%,353,0,0,0,0,0,13,249,2,0,0,0
Tommy Tremble,Car,TE,16,1899,43.10,0%,354,0,0,0,11,1,20,180,1,0,1,0
Isaiah McKenzie,Buf,WR,15,2414,42.50,8%,355,0,0,0,47,1,20,178,1,0,0,1
Chris Evans,Cin,RB,14,334,42.30,0%,356,0,0,0,77,0,15,151,2,0,0,0
Colt McCoy,Ari,QB,8,2623,41.30,0%,357,740,3,1,37,0,0,0,0,0,0,1
Quintez Cephus,Det,WR,5,241,41.90,1%,360,0,0,0,0,0,15,204,2,0,1,0
Demetric Felton,Cle,"WR,RB",16,2449,41.50,1%,361,0,0,0,24,0,18,181,2,0,0,0
MyCole Pruitt,Ten,TE,16,1856,41.50,0%,362,0,0,0,0,0,14,145,3,0,1,0
Robert Tonyan,GB,TE,8,126,41.40,18%,363,0,0,0,0,0,18,204,2,0,0,0
Cam Sims,Was,WR,14,2071,41.30,0%,364,0,0,0,7,0,15,211,2,0,0,0
John Bates,Was,TE,17,1878,40.90,1%,365,0,0,0,0,0,20,249,1,0,0,0
Mike Glennon,NYG,QB,6,2621,30.90,1%,366,790,4,10,33,1,0,0,0,0,0,3
Brandon Zylstra,Car,WR,13,2077,40.00,0%,367,0,0,0,0,0,18,250,1,0,0,0
